pdbID,Ligand,Method,Resolution,Organism_Name,Organism_TaxID,EMDB_for_EMRelease,Pub_Title,Pub_Authors,Pub_Journal,Pub_Year,Pub_PubMed,Pub_DOI,Coord_File,EM_Map_File
7YCA,BCR,ELECTRON MICROSCOPY,2.94,Ostreococcus tauri,70448,EMD-33737,The photosystem I supercomplex from a primordial green alga Ostreococcus tauri harbors three light-harvesting complex trimers.,"Ishii, A., Shan, J., Sheng, X., Kim, E., Watanabe, A., Yokono, M., Noda, C., Song, C., Murata, K., Liu, Z., Minagawa, J.",Elife,2023,N/A,N/A,7YCA.cif,emd_33737.map.gz
7YQ2,BCR,X-RAY DIFFRACTION,1.9,Thermosynechococcus vestitus BP-1,197221,N/A,Crystal structures of photosystem II from a cyanobacterium expressing psbA 2 in comparison to psbA 3 reveal differences in the D1 subunit.,"Nakajima, Y., Ugai-Amo, N., Tone, N., Nakagawa, A., Iwai, M., Ikeuchi, M., Sugiura, M., Suga, M., Shen, J.R.",J.Biol.Chem.,2022,N/A,N/A,7YQ2.cif,N/A
7YQ7,BCR,X-RAY DIFFRACTION,1.9,Thermosynechococcus vestitus BP-1,197221,N/A,Crystal structures of photosystem II from a cyanobacterium expressing psbA 2 in comparison to psbA 3 reveal differences in the D1 subunit.,"Nakajima, Y., Ugai-Amo, N., Tone, N., Nakagawa, A., Iwai, M., Ikeuchi, M., Sugiura, M., Suga, M., Shen, J.R.",J.Biol.Chem.,2022,N/A,N/A,7YQ7.cif,N/A
7ZQ9,BCR,ELECTRON MICROSCOPY,2.74,Chlamydomonas reinhardtii,3055,EMD-14867,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQ9.cif,emd_14867.map.gz
7ZQC,BCR,ELECTRON MICROSCOPY,2.31,Chlamydomonas reinhardtii,3055,EMD-14870,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQC.cif,emd_14870.map.gz
7ZQD,BCR,ELECTRON MICROSCOPY,2.97,Chlamydomonas reinhardtii,3055,EMD-14871,Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.,"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.",Nat.Plants,2022,N/A,N/A,7ZQD.cif,emd_14871.map.gz
7ZYV,BCR,ELECTRON MICROSCOPY,2.13,Spinacia oleracea,3562,EMD-15027,High-resolution cryo-EM structures of plant cytochrome b 6 f at work.,"Sarewicz, M., Szwalec, M., Pintscher, S., Indyka, P., Rawski, M., Pietras, R., Mielecki, B., Koziej, L., Jaciuk, M., Glatt, S., Osyczka, A.",Sci Adv,2023,N/A,N/A,7ZYV.cif,emd_15027.map.gz
8AM5,BCR,ELECTRON MICROSCOPY,3.1,Synechocystis sp. PCC 6803,1148,EMD-15522,The Ycf48 accessory factor occupies the site of the oxygen-evolving manganese cluster during photosystem II biogenesis.,"Zhao, Z., Vercellino, I., Knoppova, J., Sobotka, R., Murray, J.W., Nixon, P.J., Sazanov, L.A., Komenda, J.",Nat Commun,2023,N/A,N/A,8AM5.cif,emd_15522.map.gz
8ASL,BCR,ELECTRON MICROSCOPY,3.15,Synechocystis sp. PCC 6803,1148,EMD-15618,The Ycf48 accessory factor occupies the site of the oxygen-evolving manganese cluster during photosystem II biogenesis.,"Zhao, Z., Vercellino, I., Knoppova, J., Sobotka, R., Murray, J.W., Nixon, P.J., Sazanov, L.A., Komenda, J.",Nat Commun,2023,N/A,N/A,8ASL.cif,emd_15618.map.gz
8ASP,BCR,ELECTRON MICROSCOPY,2.9,Synechocystis sp. PCC 6803,1148,EMD-15621,The Ycf48 accessory factor occupies the site of the oxygen-evolving manganese cluster during photosystem II biogenesis.,"Zhao, Z., Vercellino, I., Knoppova, J., Sobotka, R., Murray, J.W., Nixon, P.J., Sazanov, L.A., Komenda, J.",Nat Commun,2023,N/A,N/A,8ASP.cif,emd_15621.map.gz
8BCV,BCR,ELECTRON MICROSCOPY,2.2,Avena sativa,4498,EMD-15969,Photosystem I assembly intermediate of Avena sativa,"Naschberger, A., Amunts, A., Nelson, N.",To Be Published,N/A,N/A,N/A,8BCV.cif,emd_15969.map.gz
8BCW,BCR,ELECTRON MICROSCOPY,2.11,Avena sativa,4498,EMD-15970,Photosystem I assembly intermediate of Avena sativa,"Naschberger, A., Amunts, A., Nelson, N.",To Be Published,N/A,N/A,N/A,8BCW.cif,emd_15970.map.gz
8BD3,BCR,ELECTRON MICROSCOPY,2.73,Chlorella ohadii,2649997,EMD-15973,Structure of Chlorella ohadii Photosystem II Reveals Protective Mechanisms against Environmental Stress.,"Fadeeva, M., Klaiman, D., Caspy, I., Nelson, N.",Cells,2023,N/A,N/A,8BD3.cif,emd_15973.map.gz
8C29,BCR,ELECTRON MICROSCOPY,2.785,Picea abies,3329,EMD-16389,Cryo-EM structure of a plant photosystem II supercomplex with light-harvesting protein Lhcb8 and alpha-tocopherol.,"Opatikova, M., Semchonok, D.A., Kopecny, D., Ilik, P., Pospisil, P., Ilikova, I., Roudnicky, P., Zeljkovic, S.C., Tarkowski, P., Kyrilis, F.L., Hamdi, F., Kastritis, P.L., Kouril, R.",Nat.Plants,2023,N/A,N/A,8C29.cif,emd_16389.map.gz
8CMO,BCR,ELECTRON MICROSCOPY,2.81,Coelastrella,75800,EMD-16732,Cryo-EM structure of the Photosystem I - LHCI supercomplex from Coelastrella sp.,"Fadeeva, M., Klaiman, D., Nelson, N.",To Be Published,N/A,N/A,N/A,8CMO.cif,emd_16732.map.gz
8EQM,BCR,ELECTRON MICROSCOPY,2.6,Synechococcus sp. PCC 7335,91464,EMD-28539,Structure of a dimeric photosystem II complex from a cyanobacterium acclimated to far-red light.,"Gisriel, C.J., Shen, G., Flesher, D.A., Kurashov, V., Golbeck, J.H., Brudvig, G.W., Amin, M., Bryant, D.A.",J.Biol.Chem.,2022,N/A,N/A,8EQM.cif,emd_28539.map.gz
8EZ5,BCR,X-RAY DIFFRACTION,2.09,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8EZ5.cif,N/A
8F4C,BCR,X-RAY DIFFRACTION,2.0,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4C.cif,N/A
8F4D,BCR,X-RAY DIFFRACTION,2.15,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4D.cif,N/A
8F4E,BCR,X-RAY DIFFRACTION,2.09,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4E.cif,N/A
8F4F,BCR,X-RAY DIFFRACTION,2.03,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4F.cif,N/A
8F4G,BCR,X-RAY DIFFRACTION,2.03,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4G.cif,N/A
8F4H,BCR,X-RAY DIFFRACTION,2.1,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4H.cif,N/A
8F4I,BCR,X-RAY DIFFRACTION,2.0,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4I.cif,N/A
8F4J,BCR,X-RAY DIFFRACTION,2.0,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4J.cif,N/A
8F4K,BCR,X-RAY DIFFRACTION,2.16,Thermosynechococcus vestitus BP-1,197221,N/A,Structural evidence for intermediates during O 2 formation in photosystem II.,"Bhowmick, A., Hussein, R., Bogacz, I., Simon, P.S., Ibrahim, M., Chatterjee, R., Doyle, M.D., Cheah, M.H., Fransson, T., Chernev, P., Kim, I.S., Makita, H., Dasgupta, M., Kaminsky, C.J., Zhang, M., Gatcke, J., Haupt, S., Nangca, I.I., Keable, S.M., Aydin, A.O., Tono, K., Owada, S., Gee, L.B., Fuller, F.D., Batyuk, A., Alonso-Mori, R., Holton, J.M., Paley, D.W., Moriarty, N.W., Mamedov, F., Adams, P.D., Brewster, A.S., Dobbek, H., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yano, J., Yachandra, V.K.",Nature,2023,N/A,N/A,8F4K.cif,N/A
8GN0,BCR,X-RAY DIFFRACTION,2.15,Thermostichus vulcanus,32053,N/A,Structural insights into the action mechanisms of artificial electron acceptors in photosystem II.,"Kamada, S., Nakajima, Y., Shen, J.R.",J.Biol.Chem.,2023,N/A,N/A,8GN0.cif,N/A
8GN1,BCR,X-RAY DIFFRACTION,2.1,Thermostichus vulcanus,32053,N/A,Structural insights into the action mechanisms of artificial electron acceptors in photosystem II.,"Kamada, S., Nakajima, Y., Shen, J.R.",J.Biol.Chem.,2023,N/A,N/A,8GN1.cif,N/A
8GN2,BCR,X-RAY DIFFRACTION,1.95,Thermostichus vulcanus,32053,N/A,Structural insights into the action mechanisms of artificial electron acceptors in photosystem II.,"Kamada, S., Nakajima, Y., Shen, J.R.",J.Biol.Chem.,2023,N/A,N/A,8GN2.cif,N/A
8H2U,BCR,X-RAY DIFFRACTION,3.4,Chlamydomonas reinhardtii,3055,N/A,Three structures of PSI-LHCI from Chlamydomonas reinhardtii suggest a resting state re-activated by ferredoxin.,"Gerle, C., Misumi, Y., Kawamoto, A., Tanaka, H., Kubota-Kawai, H., Tokutsu, R., Kim, E., Chorev, D., Abe, K., Robinson, C.V., Mitsuoka, K., Minagawa, J., Kurisu, G.",Biochim Biophys Acta Bioenerg,2023,N/A,N/A,8H2U.cif,N/A
8HTU,BCR,ELECTRON MICROSCOPY,2.87,Physcomitrium patens,3218,EMD-35018,Structural insights into the assembly and energy transfer of the Lhcb9-dependent photosystem I from moss Physcomitrium patens.,"Sun, H., Shang, H., Pan, X., Li, M.",Nat.Plants,2023,N/A,N/A,8HTU.cif,emd_35018.map.gz
8IR5,BCR,X-RAY DIFFRACTION,2.15,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IR5.cif,N/A
8IR6,BCR,X-RAY DIFFRACTION,2.2,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IR6.cif,N/A
8IR7,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IR7.cif,N/A
8IR8,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IR8.cif,N/A
8IR9,BCR,X-RAY DIFFRACTION,2.2,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IR9.cif,N/A
8IRA,BCR,X-RAY DIFFRACTION,2.2,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRA.cif,N/A
8IRB,BCR,X-RAY DIFFRACTION,2.3,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRB.cif,N/A
8IRC,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRC.cif,N/A
8IRD,BCR,X-RAY DIFFRACTION,2.3,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRD.cif,N/A
8IRE,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRE.cif,N/A
8IRF,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRF.cif,N/A
8IRG,BCR,X-RAY DIFFRACTION,2.3,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRG.cif,N/A
8IRH,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRH.cif,N/A
8IRI,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Oxygen-evolving photosystem II structures during S 1 -S 2 -S 3 transitions.,"Li, H., Nakajima, Y., Nango, E., Owada, S., Yamada, D., Hashimoto, K., Luo, F., Tanaka, R., Akita, F., Kato, K., Kang, J., Saitoh, Y., Kishi, S., Yu, H., Matsubara, N., Fujii, H., Sugahara, M., Suzuki, M., Masuda, T., Kimura, T., Thao, T.N., Yonekura, S., Yu, L.J., Tosha, T., Tono, K., Joti, Y., Hatsui, T., Yabashi, M., Kubo, M., Iwata, S., Isobe, H., Yamaguchi, K., Suga, M., Shen, J.R.",Nature,2024,N/A,N/A,8IRI.cif,N/A
8IWH,BCR,ELECTRON MICROSCOPY,2.68,Thalassiosira pseudonana,35128,EMD-35766,Structure of a diatom photosystem II supercomplex containing a member of Lhcx family and dimeric FCPII.,"Feng, Y., Li, Z., Li, X., Shen, L., Liu, X., Zhou, C., Zhang, J., Sang, M., Han, G., Yang, W., Kuang, T., Wang, W., Shen, J.R.",Sci Adv,2023,N/A,N/A,8IWH.cif,emd_35766.map.gz
8J5K,BCR,ELECTRON MICROSCOPY,2.93,Stephanocyclus meneghinianus,29205,EMD-35987,Structural insights into photosystem II supercomplex and trimeric FCP antennae of a centric diatom Cyclotella meneghiniana.,"Zhao, S., Shen, L., Li, X., Tao, Q., Li, Z., Xu, C., Zhou, C., Yang, Y., Sang, M., Han, G., Yu, L.J., Kuang, T., Shen, J.R., Wang, W.",Nat Commun,2023,N/A,N/A,8J5K.cif,emd_35987.map.gz
